review,ord,ord_group
중반이후 격차좁히며 탄력보이나 역전에는 실패함,5,0
중반이후 선두나섰고 거리 더 벌이면서 우승,1,1
중간후미 머물렀으나 직선 걸음 무뎌져 최하위,12,0
시종 후미에 머물렀지만 직선 조금 나서는 모습,8,0
시종 후미권에 직선에서도 후미 벗어나지 못함,9,0
시종 중간후미에 직선 조금 나서나 큰변화 아님,7,0
중반이후 격차좁히나 직선주로 걸음 무뎌져 처짐,8,0
후미권에서 시종 순위를 좁혔으나 막판 지친모습,7,0
선두권 후미출발이나 3-4코너 후미권으로 밀려 고전,6,0
초반 방해를 받았고 시종 중위권 못벗어나,7,0
초반부터 안으로 들어가 선행마 후미가담후 직선 선두,1,1
선행마 후미각축이나 3-4코너이후 직선 탄력이 떨어짐,9,0
늦발이후 진로방해가지 받으며 고전,10,0
초반 방해를 받으며 밀렸으나 직선 걸음발휘됨,3,0
시종 후미권에서 강한모습을 못보여줌,8,0
늦출발 후미권이나 직선 걸음발휘 올라옴,4,0
중위권 전개후 직선 선두각축이나 한발부족,2,1
출발시 선행이나 바깥으로 나가는 모습보여줌,9,0
선행각축에서 밀리는 과정에서 마필제어로 소진,7,0
늦은출발이후 시종 후미권을 벗어나지 못해,11,0
출발밀렸고 3-4코너 순위좁혔으나 직선밀려,6,0
초반 출발시 방해를 받았고 직선 강한모습없어,9,0
선두권 후미공략이나 직선지치며 후미로,12,0
후미전개하다 순위좁히는 직선에서 방해받아 고전,6,0
기승정지: 1코너 진입지점 안으로 진로변경 타마방해,1,1
선두각축속에서 선행나선이후 시종 선두유지함,1,1
후미권 전개후 직선 걸음발휘나 입상과는 격차,6,0
외곽에서 순위좁혀 직선 선두권이나 막판 입상실패,4,0
초반방해를 받으며 밀렸고 직선에서도 지친모습,5,0
시종 후미권에서 강한모습을 못보여줌,12,0
늦은출발이후 밀렸으나 직선 추입력을 보여줌,3,0
선두권 압박전개나 막판역전실패 후착만족,2,1
출발시 바깥으로 나가 타마방해함,3,0
선행성공이나 안으로 기대며 타마방해하는 모습,8,0
외곽에서 서서히 순위좁혀 직선 후착성공,2,1
후미권 이끌며 기회노렸으나 직선 역전실패,5,0
선입권 전개후 4코너 선행마 후미도약이나 격차못좁혀,2,1
선행마 후미따르며 각축전개나 직선다소 지친모습,4,0
후미전개하다 직선에서 선두권 마필덜미잡아,1,1
늦발이후 후미권에서 3코너 선두마 후미가담이나 밀려,4,0
후미권에서 시종 순위를 좁혔으나 직선 밀려,8,0
후미권 이끌며 기회노렸으나 직선 강한모습없어,7,0
출발밀렸고 경주중반 순위더밀려 직선 다소 고전,6,0
경고: 후검량 결과 전검량 대비 500g 감소,5,0
후미권 전개후 직선에서 추입력을 보이지못해,10,0
선행으로 경주를 주도했으나 직선 선두내주고 밀려,9,0
선행마 후미따라가다 직선 선두부상후 여유승,1,1
외곽선두권 진입시도나 3코너부터 후미권으로,8,0
시종 후미권 전개나 직선 끝걸음 발휘됨,6,0
출발밀려 후미권 전개나 직선 걸음보이며 올라옴,2,1
선행마 후미공략이나 2코너부터 선두와 격차벌어져,8,0
초반 방해를 받으며 밀렸고 직선다소 지친모습,8,0
외곽에서 순위좁혀 3코너 선두나선후 여유있게 우승,1,1
시종 후미권을 벗어나지 못해,12,0
주의: 전구간 바깥으로 기댐,7,0
중위권 공략이나 시종 강한모습을 못보여줌,6,0
3-4코너 구간에서 바깥으로 주행하는 모습,6,0
초반 타마와의 접촉이후 시종 순위밀리는모습,10,0
중하위권 공략이나 시종 탄력을 보이지는 못해,7,0
후미권 이끌며 기회노렸으나 직선지친모습보여줌,8,0
출발심사: 진입불량,3,0
중위권 전개후 직선 추입력 발휘나 막판 한발부족,4,0
출발시 안으로 기대는 모습이나 시종 선두유지,1,1
선행마 압박전개나 직선 근소한차이로 덜미,3,0
출발은 좋았으나 시종 강한모습을 보이지못해,8,0
후미권에서 시종 순위좁혀 직선 선행마 후미나 밀려,5,0
외곽에서 빠르게 선두권 가담이나 3코너부터 밀려,9,0
시종 후미권 전개나 직선 조금올라오며 통과,8,0
출발은 좋았으나 경주전개할수록 순위밀려,6,0
출발시 점프하는 모습이후 선입권 따라감,4,0
후미전개하다 직선 선두권 마필 덜미잡고 우승,1,1
선행마 후미를 따라가다 직선선두부상후 버티기,1,1
주행심사: 폐출혈 발생 통산 1회,5,0
선두각축후 밀렸으나 3-4코너 순위좁혀 직선 선두,1,1
선행마 후미출발이나 4코너이후 직선밀려,8,0
출발밀려 중위권 전개나 시종 순위변동없어,6,0
최후미 전개하다 직선 순위좁혔으나 선두와는 격차,3,0
초반 방해를 받았고 직선 선행마 후미나 막판 밀려,3,0
시종 후미권을 벗어나지 못하고 따라감,10,0
초반 선행다툼으로 막판 다소 지친모습,3,0
후미전개하며 직선 추입력 발휘나 입상에는 실패,7,0
직선에서 방해를 받으며 바깥으로 주행,5,0
초반 방해를 받으며 밀렸고 시종 후미전개,10,0
선행마 후미출발후 3코너 밀렸으나 직선선두마 후미,2,1
선행으로 경주를 주도했으나 직선 선두내주고 후착,2,1
출발은 좋았으나 경주전개할수록 순위밀려,7,0
후미권에서 시종 순위를 좁혔으나 막판 입상에는 실패,4,0
외곽에서 선두권 진입시도나 3코너 밀렸고 직선 추입력,3,0
선두권 후미따르다 직선 올라오며 후착성공,2,1
출발시 안으로 들어갔고 3-4코너 순위밀려,6,0
선두권 후미전개나 1코너 진입시 방해받아 고전,5,0
선두각축이나 선입권 밀렸고 직선올라오나 막판 밀려,3,0
선입권 출발이나 1코너부터 후미권으로 처짐,9,0
선행마 후미공략이나 4코너부터 밀려,4,0
선입 최선전개나 직선주로 추격 허용해 5착,5,0
밀면서 선두 나섰고 직선 탄력 이어가며 우승,1,1
중간후미 머물다 직선 탄력을 보이며 3착기록,3,0
시종 후미권에 직선 추격 허용해 최하위 처짐,11,0
선입 최선전개 펼쳤으나 직선 덜미잡혀 밀려남,5,0
시종 중간후미 머물렀으나 직선 추입으로 2착,2,1
중반이후 격차좁히나 직선 걸음 무뎌져 처짐,8,0
중반이후 격차좁혔고 직선 탄력 이어가며 2착,2,1
중간후미 머물렀으나 직선 걸음 무뎌져 최하위,11,0
선행으로 경주주도나 직선 걸음 무뎌지며 처짐,5,0
시종 후미권에 직선에서도 변화 보이지 못함,9,0
선입 최선전개 펼쳤으나 직선 걸음 무뎌져 처짐,7,0
늦은 출발에 직선 좋은 탄력 보이나 역전엔 실패,3,0
늦은 출발이나 4c이후 서서히 탄력 끌어 올리며 4착,4,0
중간후미 머물렀으나 직선 추입 나서며 3착,3,0
선행으로 경주주도했고 직선 탄력으로 여유승,1,1
강하게 밀며 선입전개나 직선 걸음 무뎌져 처짐,7,0
중위권 경주전개나 직선 덜미잡혀 밀리는모습,6,0
시종 후미 머물렀지만 직선 추입 나서며 4착,4,0
밀며 선입전개 펼쳤으나 직선 걸음 무뎌져 최하위,10,0
중위권 경주전개후 직선주로 탄력 유지하며 3착,3,0
선입 경주전개 펼쳤고 직선 역전으로 신승,1,1
시종 중간후미 맴돌았으나 직선 추입으로 4착,4,0
중위권 경주전개나 직선 추격 허용하며 밀려남,7,0
선입 경주전개후 직선주로 탄력 이어가며 여유승,1,1
선입 최선전개나 직선 걸음 무뎌지며 처짐,8,0
전구간 바깥으로 기댐. 주행제검,6,0
선입 경주전개 펼쳤고 직선 탄력 유지하며 2착,2,1
밀며 선입전개 나서나 직선 추격 허용해 밀림,4,0
중위권 경주전개나 직선주로 걸음 무뎌져 밀림,8,0
시종 후미에 경주내내 후미 벗어나지 못함,9,0
중위권 전개 펼쳤고 직선 탄력 보이며 3착,3,0
중위권 경주전개 펼쳤고 직선 탄력 유지하며 3착,3,0
중위권 경주전개나 직선 추격허용해 후미 처짐,9,0
출발부터 밀며 전개했으나 직선 덜미잡혀 밀려남,5,0
중위권 최선전개나 직선 걸음 무뎌지며 덜미잡힘,6,0
선행으로 경주주도나 직선 막판 덜미로 2착,2,1
선행으로 경주주도했고 직선 탄력 유지하며 우승,1,1
초반부터 선두 추격이나 격차 좁히지 못해 2착,2,1
선입 경주전개 펼쳤고 직선 탄력 보이며 우승,1,1
시종 중간후미 유지했으나 직선 추입력 보이며 4착,4,0
시종 후미에 머물렀지만 직선 추입 나서며 5착,5,0
중반이후 격차좁혔으나 직선 걸음 무뎌져 처짐,9,0
중위권 유지해 나갔으나 직선 덜미잡혀 밀림,7,0
중반이후 밀렸으나 직선주로 다시 조금 나서는모습,6,0
시종 후미에 머물렀으나 직선 끝걸음은 양호,8,0
선입 경주전개후 직선 탄력 유지하며 2착선전,2,1
중반이후 밀리는 모습에 직선에서도 덜미잡힘,6,0
선행으로 경주주도후 직선 탄력 이어가며 우승,1,1
중위권 전개후 직선 끝걸음 보이나 4착 머뭄,4,0
중위권 전개후 직선 탄력 보이며 역전실패아쉬움,2,1
중반이후 밀리는 모습에 직선에서도 덜미잡힘,7,0
출발부터 밀리는 모습에 직선 추입력 보이나 역전실패,3,0
4c이후 나서는 듯 했으나 직선 걸음 무뎌져 처짐,8,0
중반이후 밀렸으나 직선 재추입나서며 2착선전,2,1
시종 중간후미에 경주내내 큰변화 보이지 못함,7,0
중위권 전개후 직선 탄력 이어가며 2착 신승,2,1
중반이후 격차좁히나 직선주로 덜미잡혀 밀려남,5,0
시종 중간후미에 경주내내 큰 변화 보이지 못함,8,0
밀며 선두 나섰지만 직선주로 덜미잡혀 3착 그침,3,0
출발부터 밀리는 모습에 직선에서도 걸음 무뎌짐,9,0
강하게 밀며 선입권이나 중반이후 추격 허용함,6,0
중반이후 밀렸으나 직선 추입 나서며 3착 기록,3,0
전구간 안팎으로 기댐. 주행 및 출발 재검,10,0
출발부터 밀렸고 직선에서도 후미에 머뭄,10,0
중위권 전개 펼쳤고 경주내내 큰 변화 못보임,5,0
중위권 경주전개나 직선 덜미잡혀 5착에 머뭄,5,0
강하게 밀며 선두후미나 직선 걸음무뎌져 처짐,12,0
선행으로 경주주도나 경주막판 덜미잡혀 아쉬운 3착,3,0
4c이후 격차좁혔고 직선주로 탄력 유지하며 2착신승,2,1
중반이후 밀렸으나 직선 끝걸음 보이며 3착,3,0
늦은 출발이나 직선주로 탄력으로 추입력 보임,7,0
출발부터 밀렸고 직선주로에서도 덜미 잡힘,6,0
선행으로 경주주도했고 직선 탄력 유지로 우승,1,1
중위권 전개했으나 직선 덜미잡혀 밀려남,7,0
선입 최선전개나 직선주로 덜미잡혀 4착에 그침,4,0
중위권 최선 전개나 직선 걸음 무뎌져 처짐,8,0
중위권 경주전개후 직선 추입력 보이며 2착선전,2,1
직선 외사 보였으나 직선 격차 벌이며 우승차지,1,1
선행으로 경주주도했고 직선 탄력보이며 우승,1,1
중반이후 격차좁히나 직선 걸음 무뎌져 처짐,8,0
중위권 최선전개나 직선주로 추격허용해 밀림,7,0
중반이후 다소 격차좁혔으나 직선 큰변화는 아님,8,0
선입 최선전개후 직선 버티기 나서며 2착 신승,2,1
시종 중간후미에 경주내내 큰 변화 보이지 못함,6,0
시종 후미권에 직선 추입이나 역전실패 아쉬움,3,0
중위권 경주전개나 직선주로 덜미잡혀 밀려남,7,0
시종 후미권이나 직선 탄력으로 추입나서 4착,4,0
중반이후 격차좁혔고 직선 탄력 유지하며 4착,4,0
출발부터 밀렸고 직선 걸음 무뎌져 최하위 처짐,10,0
늦은 출발이나 직선 탄력으로 추입 나서며 4착,4,0
중위권 경주전개나 직선 걸음 무뎌지며 처짐,9,0
시종 후미에 경주내내 후미 벗어나지 못함,9,0
선행으로 경주주도했고 직선 탄력 보이며 여유승,1,1
늦출발이후 후미전개하다 직선 올라오며 후착성공,2,1
중위권 공략이나 직선 탄력이 떨어지며 후미로,7,0
선입권 전개하다 직선 선두각축이나 막판 밀려,3,0
초반부터 안으로 기대며 선두권 압박후 직선 선두로,1,1
초반 무리하지않고 후미전개하다 직선 추입력 발휘,3,0
선두권 후미공략이나 직선 강한모습을 못보여줌,6,0
외곽에서 순위좁혀 직선 선두마 후미나 막판 밀려,4,0
후미권 이끌며 기회노렸으나 시종 순위좁히지못해,6,0
초반부터 선두권 압박전개나 시종 순위변동없어,4,0
늦발이후 후미권 전개나 직선 끝걸음좋아,6,0
선행마 후미출발후 3코너 선두부상이나 직선 밀려,5,0
선두권 압박하다 직선 선행마 후미나 막판 밀려,3,0
선입권 전개하며 기회노렸으나 직선 강한모습없어,4,0
선두각축후 3-4코너 밀렸으나 직선역주 우승각축,2,1
출발시 바깥으로 나갔으나 선행이후 막판 밀려,3,0
기승정지: 3코너 진입지점 안으로 진로변경 타마방해,5,0
중위권 공략후 직선 순위좁혔으나 막판 한발부족,3,0
시종 후미권을 벗어나지 못하고 따라감,6,0
선행으로 우승성공이나 직선에서 바깥으로 주행함,1,1
선행마 후미따르다 4코너 선두나선후 후미와 격착,1,1
시종 후미권을 벗어나지 못해,10,0
늦발이후 후미전개하다 직선 추입력 보여줌,6,0
늦출발이후 후미권 이끌다 직선 조금올라옴,3,0
후미권 이끌며 순위도약 시도나 시종 여의치않음,8,0
선행마 후미를 따라갔으나 직선지치며 후미로 밀려,5,0
출발시 안쪽기대며 타마와 부딪혀 균형잃어 고전,8,0
선행마 후미따라가며 강공이나 직선 밀려,3,0
